"","FRic.SES","FRic.SES.sig","FEve.SES","FEve.SES.sig","FDis.SES","FDis.SES.sig"
"1",-2.71204285947477,1,1.89124700031402,1,1.33685383888357,0
"2",-1.03412707969236,0,-0.427989528771213,0,0.0108440632393179,0
"3",-2.28232312616736,1,0.38031407045418,0,1.7894275535709,1
"4",-0.296412438270505,0,0.278375820521525,0,0.749072960594229,0
"5",-1.21348317260362,0,0.479470078595714,0,0.804082673542758,0
"6",-1.34371739641537,0,-0.787881016301875,0,-0.478199473707322,0
"7",-1.80705234904025,1,0.941159917098869,0,1.7835864431753,1
"8",-2.18617720064753,1,0.852117909150429,0,1.59597634774585,0
"9",-1.05695727223992,0,-1.66509657716384,1,-0.174785035573711,0
"10",-0.885274942233182,0,-0.0173826051049511,0,-0.135476786841735,0
"11",-0.369614710346404,0,2.70207046928607,1,1.69954111174387,0
"12",-0.772857204522046,0,-0.290282012598778,0,-0.0723014940276734,0
"13",-1.30047515774318,0,0.0697925593024193,0,0.0559379519893009,0
"14",-1.06886718030066,0,-1.62933931693573,0,0.765862551028663,0
"15",-1.22934276776663,0,0.964454459893168,0,1.04816774553329,0
"16",-0.717081286534503,0,-0.650604042749537,0,1.11217652266514,0
"17",NA,NA,-1.09378947622317,0,1.16979385733785,0
"18",NA,NA,-0.719541224570941,0,1.22974298858745,0
"19",-0.499974207610358,0,0.131829118026243,0,1.03403406217162,0
"20",NA,NA,0.0926352156695439,0,0.775858052855291,0
"21",NA,NA,-1.43416168333229,0,0.627233481483468,0
"22",NA,NA,2.71556419821573,1,1.69343917032856,0
"23",-0.876670341571685,0,0.597190963774217,0,1.31567165723341,0
"24",NA,NA,2.64188151549636,1,1.5278195488451,0
"25",-0.677624445752185,0,-1.21221565838146,0,1.37711562215465,0
"26",NA,NA,-1.00739464577946,0,1.55832733550118,0
"27",-1.03722289750325,0,0.799821020649043,0,0.868578771547682,0
"28",-0.569318307454322,0,-0.0506763915892503,0,1.31391645398071,0
"29",-0.70917170051951,0,-0.123458681198817,0,1.59125018947873,0
"30",-0.328140405076377,0,0.685569329520026,0,0.522367830984694,0
"31",NA,NA,0.74569933314376,0,1.51681323536513,0
"32",-0.871986915745693,1,-0.453676449498564,0,-0.24859701514648,0
"33",NA,NA,1.24775414202857,0,1.43545719104933,0
"34",-0.94890040297151,0,0.181205212149721,0,1.18768752467926,0
"35",-0.637374931202268,0,-1.0771283593017,0,1.15455875655443,0
"36",-0.690137787955996,0,-0.296726139261048,0,-0.488978824773047,0
"37",NA,NA,-1.19125523056664,0,1.73948397059714,0
"38",-0.836516037695814,0,-1.41818189318957,0,-0.0879861471017921,0
"39",-0.430617500022513,0,0.0391754760441833,0,0.468161032158262,0
"40",NA,NA,1.28971530750443,0,0.266607952280221,0
"41",-0.740044440044563,0,1.1830575329061,0,0.864222818381311,0
"42",-1.1054342560632,0,0.782205577472187,0,0.131166425700165,0
"43",-0.425336633141804,0,1.38645222110435,0,1.50668753561683,0
"44",-0.690137787955996,0,0.285681294613473,0,1.32388285996387,0
"45",-0.799529173996069,0,0.00852781917581888,0,1.24269974988455,0
"46",-0.384546547372805,0,-0.900776055760062,0,0.308929191390708,0
"47",-0.740044440044563,0,0.822844737800793,0,0.092910596471945,0
"48",-0.876670341571685,0,0.203478026824748,0,0.926473984470642,0
"49",-0.521227094597654,0,-1.27318815482814,0,0.211545514306894,0
"50",-0.970205768054676,0,-0.566406860931928,0,0.959869512173659,0
"51",NA,NA,0.413555440868397,0,0.0850901972159841,0
"52",NA,NA,-1.52445624920023,0,1.07147595643107,0
"53",-0.0117661798225663,0,-1.01068821431078,0,-0.118380521556119,0
"54",-0.426141484022123,0,0.833494387057636,0,1.47810428137637,0
"55",NA,NA,-0.325425089882898,0,1.45833285878054,0
"56",NA,NA,-0.237165603970671,0,1.47340429157424,0
"57",0.211423702652468,0,-0.160562447377867,0,0.82569805274712,0
"58",NA,NA,0.0928436529070636,0,0.526523712333368,0
"59",-1.05438981672315,1,-0.525035445791476,0,1.32886233128145,0
"60",-0.5105724461932,0,0.211810154944885,0,1.23039050292421,0
"61",NA,NA,1.18699189990567,0,0.152720152938181,0
"62",NA,NA,1.04206405659032,0,0.671581263416205,0
"63",-0.521227094597654,0,-1.13773074585781,0,-0.878026127502434,0
"64",-0.70917170051951,0,0.366174627924568,0,1.58609470162537,0
"65",NA,NA,0.7145399115213,0,0.184193016109293,0
"66",-0.600171104982034,0,-0.748877719843811,0,-0.889266530143225,0
"67",NA,NA,-2.00625519934583,1,1.45539316576252,0
"68",-0.685145818634702,0,-1.00771001425943,0,0.137966590059727,0
"69",-0.936140057304186,0,-0.299535999173459,0,0.755402539040016,0
"70",-0.826156760638305,0,-0.000328686220603158,0,-0.579861656566011,0
"71",-0.817310655762324,0,0.462664387145717,0,-1.41989314365226,0
"72",-0.509608845058599,0,0.565691725402173,0,0.647384313041307,0
"73",-0.712626190359695,0,-1.44714069558052,0,-0.392083575591922,0
"74",-0.694900756525966,0,-0.641759608479039,0,-0.257244518676376,0
"75",-0.421496320748646,0,-1.3085429790395,0,-1.31207565023888,0
"76",-0.43079409938568,0,-1.05074187273964,0,-0.430677472379464,0
"77",NA,NA,-0.775569989265748,0,0.964177233728709,0
"78",-0.346276115372924,0,-0.0119807157171424,0,-0.538630243969076,0
"79",-0.63757285251938,0,1.7586644742516,1,0.214865958009714,0
"80",NA,NA,-0.150732856857717,0,0.388590949176048,0
"81",NA,NA,0.530627752018029,0,-0.554128616203995,0
"82",NA,NA,-1.59364635296765,0,-0.495365825977141,0
"83",-1.11244144621832,0,-0.719292844418432,0,-0.146343043963265,0
"84",-0.6314029667912,0,-1.41547998431022,1,0.276236736213269,0
"85",-0.505784098096415,0,0.183897831726357,0,0.275171211752825,0
"86",-0.851045403528958,0,-0.285720849834313,0,-0.13640443239709,0
"87",-0.8680185666079,0,0.602829826469118,0,0.102195524708225,0
"88",-0.515749357895403,0,1.75597462298014,1,-0.957099990993056,0
"89",-0.799529173996069,0,0.623066007457226,0,0.956461114418251,0
"90",NA,NA,1.19400773975123,0,-0.326530723621177,0
"91",-0.512142233796443,0,-0.75327653848842,0,-1.28965655222775,0
"92",-0.832944779092966,0,0.195912674865649,0,-0.938049015923752,0
"93",-0.521227094597654,0,-0.430675258399686,0,-1.69618330415673,1
"94",-0.431190057641129,0,0.298181974021003,0,0.603075660345878,0
"95",-1.21762886135338,0,0.433715558140576,0,0.218810417731386,0
"96",-0.664344127508286,0,1.111062422452,0,0.575386667969951,0
"97",-0.512142233796443,0,-1.13413159176198,0,-0.618877004142863,0
"98",-0.867793451313709,0,0.135315885962814,0,0.442869720683464,0
"99",-0.591088489170096,0,-0.294334939086879,0,0.318380070460827,0
"100",-1.16252825538862,0,0.702124735229755,0,0.961335425603257,0
"101",NA,NA,-2.00784976098395,1,-1.07602511133285,0
"102",-0.624775727121069,0,1.64463696471801,1,-0.456243933189881,0
"103",-0.624484840220303,0,-1.59727443356549,0,1.59401802012936,0
"104",-0.284178946820379,0,-0.567565795431603,0,1.42665951978611,0
"105",-1.01631770408845,0,1.12381016284139,0,-0.545837706776364,0
"106",-0.686499047374217,0,-1.71846025659997,1,0.391791630427664,0
"107",-0.734824843288203,0,-1.16264646882387,0,-2.11499687276581,1
"108",NA,NA,-0.530829921589367,0,0.450025349976014,0
"109",-1.10783382935597,0,0.112871371316085,0,-0.794100083378113,0
"110",NA,NA,1.0574023659011,0,-0.679163315500422,0
"111",-1.05536156875341,0,0.162677356724501,0,0.154626296787678,0
"112",-0.770574008967965,0,-0.209033702552438,0,0.85355382688181,0
"113",-1.15716349986194,0,-1.55775223026412,0,-1.47138934740036,0
"114",-1.11992451428284,0,1.87992267575279,1,1.36866509764532,0
"115",-0.801287545872857,0,-0.251422579941996,0,-0.939493879946726,0
"116",-0.521227094597654,0,-0.423413670245987,0,0.564260336107665,0
"117",NA,NA,0.694841402687198,0,-0.56118695655966,0
"118",-1.13091429221214,0,0.216848660184646,0,0.332316451843932,0
"119",NA,NA,-0.494471946597316,0,0.926746125262983,0
"120",-0.132480341740138,0,-2.11535027274619,1,-1.79968037088911,1
"121",-0.911689041405003,0,0.612296029483347,0,-0.340992896150931,0
"122",-0.832319169417318,0,0.025307333266941,0,0.563785358910172,0
"123",-1.25806516391499,0,-0.666952815260752,0,-0.362734874978061,0
"124",-0.338058041818539,0,1.50343889407803,0,-0.141701635014347,0
"125",-0.682028371535391,0,1.0373954207303,0,1.58408510929333,0
"126",-2.40192078484809,1,-0.028516214569225,0,0.209378700320922,0
"127",-1.79179702139559,1,0.221603952019211,0,0.718458766955084,0
"128",-1.45647663706571,0,0.943550723889748,0,-1.54209827284629,1
"129",-0.646145613216501,0,1.82121766412185,1,-0.674876350224225,0
"130",-0.805668406523647,0,-0.164268496599929,0,-0.774982944128057,0
"131",-0.98913277999228,0,0.728011598327633,0,-1.30735329268347,0
"132",-1.64898261209558,1,-0.360355882277477,0,0.0333823898219748,0
"133",-1.13486881012851,0,2.12337024432084,1,-0.406037446025322,0
"134",-1.21605604454537,0,0.770699179465479,0,-0.820314539840849,0
"135",-1.46665981346725,0,0.557859280668675,0,0.128467083903632,0
"136",-1.62089951120903,1,-0.688760588409668,0,0.40071284610869,0
"137",-1.26899245312607,0,-0.609917354562827,0,0.200240477116004,0
"138",-1.2476283089042,0,2.22120003042596,1,-1.77663619992032,1
"139",-1.12379583257829,0,0.0490048632043739,0,-0.20240680109032,0
"140",-1.28009805132874,0,-0.764588550021367,0,-0.64730737067658,0
